"Id","Sales"
1,4407.08864503931
24825,4536.85633690699
5993,3671.60749548601
37665,5089.6470756835
18833,3713.80673204407
12841,5253.53952846222
19689,3647.61785245835
857,4625.47007116964
15409,0
38521,5816.25044222933
13697,5324.07766093024
7705,3750.58115712591
39377,0
20545,3983.3405940034
1713,4868.81251911715
16265,4550.03799912788
33385,0
27393,0
2569,5171.04541635732
40233,4852.284738518
21401,0
35953,4489.87189734426
34241,4266.22949361992
3425,0
22257,4142.80688300404
9417,0
30817,3728.80418555212
10273,4566.38274094447
35097,4697.39988159252
23113,4343.40482671239
4281,4187.72544504662
14553,5967.37960900689
8561,4017.67529757284
29961,3841.18586101406
25681,4987.91217974177
5137,3782.98457311584
23969,4403.18943707838
36809,4961.51596967464
17977,3773.01308758789
26537,5648.29106358333
11985,4689.45812848139
6849,3728.065919886
17121,4125.10901142133
29105,3818.64978860948
32529,4108.08439342158
11129,4593.83353631649
31673,3776.09928176686
28249,4314.32858102731
23970,7378.51849942953
1714,8902.25969048395
24826,7936.8410947979
18834,5591.33246214525
38522,10134.3051524166
5994,5874.49272245987
35954,7770.44918171095
2,7624.53755981015
39378,0
4282,3981.23007494264
29106,5948.81672007284
8562,6054.53664010012
9418,0
25682,8589.13205442002
19690,5647.29157571938
34242,4026.51529710503
16266,4499.36572895587
22258,3804.24130150254
26538,9589.19912563403
20546,5616.85110894191
10274,4335.97190305924
30818,5758.59650545657
37666,8894.9835924198
33386,0
14554,11928.6551945121
858,8064.13823316264
21402,0
2570,9791.55131355611
11130,7674.84623187054
5138,5781.96398840606
40234,4863.77512642291
32530,6076.49195800631
36810,8073.83594104391
11986,8008.82339713983
15410,0
35098,7465.48442067837
29962,5828.38267813947
23114,7363.86798832854
17978,5696.254340069
31674,5883.53699839807
28250,3812.38169724008
6850,6138.21002086749
13698,8678.63465915388
27394,0
7706,6143.16202704147
17122,6468.57799557097
12842,8356.26805780194
3426,0
4283,6229.38878306457
23971,9717.29425264081
24827,9730.67302467486
1715,11543.3777761575
8563,8949.47476181371
5995,7936.59900125423
29107,9123.58844406686
38523,13617.5961756952
34243,6883.15576608776
22259,6403.39796056183
35955,10229.9049776603
3,9287.95508152462
20547,9164.04195202336
39379,0
16267,6596.10230694994
26539,13337.9010413414
23115,9932.75209742138
18835,8218.82179684867
25683,11414.211450086
37667,11884.1234635237
859,9491.50088575902
17123,9103.84527087289
5139,8248.44860572509
19691,8883.53856258825
9419,0
7707,8649.54489649381
11987,10090.2296806876
10275,6440.85304947079
35099,10212.2024508091
33387,0
14555,12816.5607235098
21403,0
2571,12278.5458685396
11131,10036.4814100703
29963,8806.50636207412
15411,0
28251,6640.63480547766
32531,9422.18691366803
13699,11733.0188470232
36811,9918.60528238569
30819,8682.22690991523
40235,7316.08116722879
6851,8192.29014100804
12843,10727.7192022057
27395,0
17979,8430.41261876308
3427,0
31675,9228.62219950628
860,7153.89871369876
24828,6558.39804368542
5996,5356.03099674647
4284,3550.9156431491
26540,8585.36492591539
23972,6727.37447906445
1716,7733.96882343823
28252,3509.05399971587
4,7252.72178790744
23116,5989.6444913891
37668,7315.08482534266
16268,3839.88373519741
35956,6474.97790872185
11132,6193.50270511559
19692,5134.56799758212
5140,5105.45852347815
22260,3337.63332294214
32532,5395.46692201348
11988,7095.165683779
30820,4977.91832368921
39380,0
10276,3508.07967740152
33388,0
14556,8982.13589258728
40236,3765.72653600227
25684,7109.14350578165
6852,5078.152237781
17124,4861.83837895867
34244,3496.28226995389
15412,0
3428,0
20548,5304.90226611072
9420,0
17980,5404.80065999529
21404,0
35100,5943.58948729334
7708,5198.33366484131
8564,5578.80122322447
29108,4835.68780261842
2572,8965.21595713297
29964,5432.95057734273
36812,6419.47072532043
38524,8803.86516001827
27396,0
13700,7604.53276604686
31676,5208.4238902365
12844,7275.02570773429
18836,4852.17543782863
16269,6338.10872429755
23973,7461.17327522664
4285,5894.43811166672
11989,7551.99701559717
11133,7594.83788530814
861,7236.554761473
23117,7390.98620401566
1717,7945.87025123027
5997,5911.73757991206
5,7214.33341467427
17125,6112.64529240293
34245,6119.35621448163
22261,5904.94897400637
21405,0
26541,10499.5554537049
9421,0
30821,5916.3790583312
10277,6276.36295851581
35101,7098.76267660884
33389,0
35957,7261.47333698164
5141,5872.59364209782
12845,8224.21145096446
6853,6131.9724155562
36813,7358.61477037023
20549,6316.77347295986
3429,0
32533,6531.25847106989
2573,10424.8243254703
8565,6906.72168606317
24829,7576.07949499029
29109,6041.94875092379
18837,6102.17328026862
25685,8034.5068560421
15413,0
40237,6524.00759048958
38525,10370.1924497629
7709,6298.88089535481
17981,6252.67543956519
39381,0
27397,0
29965,6152.52060149531
31677,5956.75753742124
19693,6045.92798004993
14557,10144.7140486062
28253,6024.36326793563
13701,8593.57729209261
37669,7905.84074910851
24830,5555.41057034738
34246,4801.13485493132
35102,5730.93016625276
10278,4986.89041224391
20550,5173.78872536773
5142,5336.99349614011
16270,4812.85541736049
22262,4625.96889223219
15414,0
30822,4887.99294879321
11990,5936.94429733622
6,5820.58580083516
11134,5835.75120131915
8566,5596.87184851116
862,6067.32614522818
29966,5217.00863727785
13702,6578.29675537799
17126,5366.74101119457
26542,7034.43664235232
39382,0.0274281671472015
1718,6662.35312478652
17982,5121.62245939681
33390,0
27398,0
29110,5265.32321831097
2574,7326.27133525401
19694,5007.34990518529
40238,5078.95775673943
35958,5603.2547798762
3430,0
28254,4861.61087429796
9422,0
32534,5425.03220865415
36814,5683.84203681202
18838,4725.5482156825
23118,5533.52790549153
4286,5072.31305976897
14558,7452.07883177575
38526,7359.6599181057
12846,6172.88837045694
6854,4877.62565413154
25686,5924.53965283892
21406,0
23974,5586.98968415786
7710,5139.93185958526
37670,6237.92942803575
31678,5139.00083446033
5998,4985.41508718463
5143,6816.96971889815
22263,5582.9463584026
4287,5759.70149451397
26543,9570.43302522904
10279,5854.00994585344
24831,8459.56878090104
27399,0
29111,6792.697087488
18839,6842.38181622417
23975,7941.92492087715
11135,7967.0974945713
25687,8756.14902034856
19695,6592.59860608047
30823,6942.2397299525
13703,9145.10502593426
15415,0
33391,0
9423,0
29967,6710.69828688229
17983,6623.16296760852
14559,11299.0090405205
35959,8163.12675284117
2575,9822.23930492604
8567,7023.33008666027
32535,7386.17162376131
6855,6900.85228129123
863,8756.61212797104
3431,0
39383,0
23119,7761.33878156662
21407,0
20551,7211.85469877297
40239,6611.36485510036
16271,6684.52803973135
7711,6732.53186282278
37671,9047.96648377364
12847,9226.31347076405
28255,5723.32257759432
31679,6913.30415294258
5999,6752.49858570722
36815,8761.70942854312
35103,8062.49479901504
17127,7288.18614038606
1719,9223.49032097645
11991,8402.29600255731
34247,5785.92269362423
7,7994.85907889128
38527,10340.9708902552
33392,0
26544,10483.7193675519
15416,0
23120,7846.7709419765
9424,0
10280,5725.89880654999
3432,0
22264,6091.50607391238
35960,8049.42373759975
13704,8730.06693647318
27400,0
24832,8570.97885845172
28256,6326.14998780309
25688,9240.70824728665
4288,6310.05475918817
2576,11158.440689881
7712,5944.20511669307
6856,6100.75442805844
30824,6094.29277933046
5144,6165.98427308576
11136,8019.7808029827
39384,0
14560,12958.8394966435
21408,0
35104,7955.92999900351
40240,6327.82615085406
31680,6108.94417935535
864,8950.93472236597
20552,6256.26546868942
8568,6055.65743907725
23976,8073.70501106718
29968,6092.30025577361
36816,8537.52783571021
38528,11226.9039728391
17128,6395.96653186208
34248,6003.07811134663
16272,6718.90084409162
29112,6092.01138848736
8,8244.37964301346
32536,6447.80477199668
12848,8153.65508362167
11992,8086.41170910293
17984,5963.88151290107
6000,6014.67060934255
19696,6045.81064150668
18840,6076.85308577727
37672,9126.47768790736
1720,9414.39260935683
9425,0
23121,5553.60462390371
7713,3610.45557313814
22265,4430.54834087984
23977,5558.49904683298
13705,5177.53717782315
24833,6174.41856821025
5145,3810.03554441669
35105,6032.35321937944
3433,0
30825,3607.17400090499
10281,4077.90654979385
34249,0.0228113425976968
28257,0.0228113425976968
33393,0
11137,4630.28631564217
15417,0
865,6444.1340969036
35961,5678.85719281568
25689,6030.99666903689
27401,0
4289,4413.80689401978
39385,0
38529,7940.87112096578
20553,3746.0401144373
36817,6177.68865844289
2577,7733.39563300058
29969,3940.86447439686
32537,3826.22982679932
37673,6124.85675297296
19697,3730.08099279694
14561,7823.60452766001
21409,0
12849,4959.60757311254
40241,4454.89995216687
18841,3774.67013773601
31681,3669.52338520093
16273,4875.57780303498
26545,7592.71700579163
29113,3864.49193283042
17985,3970.6902161646
8569,3694.49529393337
11993,4449.51513934033
1721,6236.60905665679
6857,3600.14788325694
6001,3782.79994293505
17129,4172.10408057105
9,5490.76216327331
23122,6116.37271119669
39386,0
35106,5730.70789769832
13706,6515.4066623538
24834,6009.87371402637
36818,6151.19706241635
8570,5291.43852250471
3434,0
4290,3276.18325490899
27402,0
26546,7840.46759469087
19698,4762.53196695718
5146,4823.561332376
40242,3793.98373381973
2578,7802.28398818603
29970,4878.69297748928
33394,0
30826,4832.84221592504
15418,0
25690,6602.12536768039
28258,3265.90743012074
38530,7583.96225212152
9426,0
32538,5098.46551341093
6002,4854.85764314657
31682,4740.03663578974
37674,6351.48695714274
35962,5732.44873702355
21410,0
34250,3300.18359000269
22266,3192.83004939719
17130,5229.35065308
29114,4903.06874132249
866,5875.10833536009
16274,3739.73873845031
7714,4924.78226200297
14562,9676.96358914976
10282,3545.34102766926
18842,4753.32531880376
17986,4790.9418598656
6858,4841.54756494181
1722,6583.64528316166
11138,6092.31411145725
23978,5978.88847246885
20554,5001.80458239146
10,5842.85771566462
11994,6140.81208266097
12850,6121.32718051045
3435,0
8571,5587.44279751128
33395,0
32539,5849.91219044958
5147,5994.1781149129
30827,5332.98147149441
2579,8849.96686008955
25691,7831.70073562048
19699,5213.52526222613
7715,5428.86119106831
22267,5534.59618180796
35107,7599.71477835815
16275,6441.89073499264
867,7153.72080730269
23123,7280.76160076786
9427,0
28259,5702.82439847562
10283,5622.41589853218
29115,5902.53739460937
4291,5554.81181785583
21411,0
34251,5814.57020425244
11139,7270.9747182169
17131,6541.50943867468
36819,7300.40705402622
26547,9086.43318169573
18843,5292.58245577522
13707,7307.79591594621
39387,0
37675,7769.13321796844
11995,7307.74570169591
6003,5469.1636951974
14563,11036.5639222678
23979,7062.0203681999
40243,6006.56396527221
20555,5813.8993084343
35963,7427.24999779933
29971,5634.34130579167
15419,0
6859,5389.85244463701
38531,9290.36248122254
12851,7142.66926062309
27403,0
17987,5597.4954942033
24835,7119.85565359281
11,7112.94930075592
1723,7349.34323356472
31683,5365.00506372952
8572,7374.56045940329
22268,5239.284133244
23124,7908.44998653486
33396,0
40244,6011.01692987573
3436,0
7716,6982.35030484218
13708,9198.22331091644
5148,6524.65848340556
28260,5299.31508329566
2580,11240.6192685444
29972,7050.63240943892
9428,0
20556,7077.23606011769
36820,8581.6904434974
35964,8255.87968825337
23980,7973.49521567785
15420,0
6860,6996.79444878951
32540,7437.97563326257
19700,6632.38670807796
39388,0
35108,8091.39124406206
10284,5321.66446548198
29116,6711.46356903775
16276,5437.06158268675
12,8126.04993993848
21412,0
4292,5387.91903949687
11140,8181.06398758718
17132,7055.14719995372
12852,8853.25631009938
26548,10536.6729061119
868,8533.38595562267
30828,6950.86578795887
27404,0
24836,8286.79290667366
31684,7025.94021516743
6004,6972.60872073951
34252,5300.5965362389
14564,10828.6856017299
18844,6709.55566069569
37676,9277.91299719607
38532,11208.4691634813
17988,6853.05170331107
1724,9614.75228863352
11996,8267.16938282214
25692,8678.94133003598
21413,0
24837,7449.33281104976
3437,0
9429,0
23981,7350.07253910349
35109,7261.51414582803
39389,0
4293,4212.41237847376
7717,5859.8405463555
34253,4332.10123200024
15421,0
22269,4114.32227062629
28261,4370.66677223582
26549,9784.99558202717
13709,8204.55805089005
36821,7365.68090386541
23125,7331.79329014003
16277,4878.50302798415
29117,6046.69654830964
40245,4590.50726441669
14565,9941.23256227061
35965,7198.68998279245
11141,7583.50861837477
17133,6586.13823199519
8573,6016.50387219268
32541,6062.73872107577
5149,5863.0682609327
30829,5692.52217330971
20557,5906.76065590053
37677,8072.12508689673
10285,4473.30472072782
11997,7561.07122832513
25693,7926.77073073666
12853,7925.17059138012
29973,5855.64796377119
2581,9553.24885051614
19701,5671.01947770463
27405,0
6861,5816.87352182941
38533,10183.2715199275
33397,0
13,7311.56669641289
1725,8063.86601064905
869,7295.57351391371
31685,5644.71440044982
17989,5778.08380667375
6005,5729.05359572131
18845,5655.38683404965
5150,6782.42126913815
3438,0
13710,9145.60892827674
39390,0
35110,8219.91746400505
2582,10433.6213612244
23982,8712.81273040078
8574,8130.75084097285
36822,8402.13390397864
23126,8104.91598677726
26550,10285.7982586421
30830,7525.8867153208
14566,10443.2953796306
29974,8205.70171245687
21414,0
4294,5683.43407829058
11142,8193.6151958723
22270,5677.36483696088
28262,0
32542,8135.28100421985
19702,7915.00319988781
38534,10410.9304394219
24838,8442.96969153942
10286,5654.06582646301
29118,6750.43457414037
1726,9323.02617426025
20558,8111.82639257359
16278,6086.6532746051
40246,5996.17224791995
34254,5648.00891399937
25694,8685.08624864632
15422,0
12854,8846.41744854574
14,8672.75065281007
18846,7795.72412922857
870,8481.92195298712
9430,0
33398,0
6006,8110.62153331545
37678,8961.18021520118
11998,8773.99969285995
6862,7669.10184771568
35966,8722.23953637936
7718,8042.18870721399
17134,7225.73006984865
27406,0
31686,7830.09892670216
17990,8434.31250680289
3439,0
16279,5445.95874801736
23127,6078.09581027998
13711,6151.17425493689
30831,3812.37826968571
22271,5485.25509922954
20559,4105.74561112432
35111,6147.13163758632
34255,5158.05693152991
39391,0
23983,5966.58749579471
28263,5623.80429796909
15423,0
29975,4012.53868535088
5151,4547.51461152247
36823,6044.35877408307
10287,5061.69073442667
26551,8160.02929883116
871,5936.80972105891
11999,5526.67029764516
1727,6823.24363998264
4295,5543.07197605384
35967,5858.31068643815
2583,8618.35803636965
8575,4255.10296811977
11143,5904.83334977816
18847,3786.33446596833
19703,3818.73323251382
38535,8580.76716830133
24839,6024.85672096495
29119,4427.42800219041
27407,0
17991,3929.36035244533
17135,4450.97122746062
40247,5155.22159247317
14567,9795.41179086862
25695,6821.34803047948
33399,0
15,5875.0782299547
12855,5784.71481219777
32543,4113.0197446954
21415,0
6863,3828.13733860716
9431,0
7719,3901.7351802931
6007,3864.4584558465
37679,7131.68092468613
31687,3806.39306217244
29976,3961.62639669252
10288,3289.30658639552
3440,0
8576,3945.7219568298
15424,0
17136,4313.44344338906
872,4978.4175766418
5152,4025.86215250878
35112,5147.35246464742
28264,0.0224270644498976
32544,4060.83963352198
17992,3849.73116237059
20560,4032.30798492299
23128,5125.69790060499
29120,4076.6064224772
21416,0
2584,6588.45380304795
22272,3347.14081931276
11144,5034.36785240816
6864,3821.53873942374
26552,6463.96778391686
36824,5050.10834347043
24840,4861.26471137187
27408,0
33400,0
39392,0
40248,3812.31389964075
4296,3375.89393562389
31688,3917.66303866985
35968,4853.7020480273
23984,4897.7708209222
12856,5141.58275709794
9432,0
16,4841.14876379645
38536,6657.65445240356
34256,3369.53788156993
14568,6447.63625231254
7720,3869.74427053204
25696,4977.47743617666
30832,3780.8795334902
37680,5250.08052140609
1728,5414.22508331362
18848,3748.61063155902
6008,3924.75027471104
19704,3843.19907329871
13712,5406.63932927414
12000,4848.51556136435
16280,3340.9964117738
3441,0
15425,0
33401,0
10289,4298.15576765845
22273,4334.10209045094
28265,4413.56322711353
23129,5634.45735366176
9433,0
30833,4139.21653654738
34257,4332.00535903803
8577,4567.85030677296
11145,5916.83266186262
27409,0
19705,3941.41896062842
35113,5933.02413194119
24841,5898.0018894597
36825,6083.95166471623
39393,0
29121,4757.06439236713
14569,8721.0226060081
21417,0
2585,8586.42755495644
4297,4218.02922171422
35969,5853.48788783161
26553,8300.63822986021
23985,5779.8852290215
32545,4481.06512776916
5153,4761.18550168611
29977,4337.0749535748
38537,8428.8070717939
7721,3963.01866818625
13713,6836.29372616682
37681,6526.4965660814
16281,4593.78517452675
20561,4257.87439041434
40249,4834.13237836803
17137,4854.8717073444
31689,4009.96927789348
6865,4140.11030919059
12857,6463.7575430998
25697,6068.38903917387
17,5858.76285582027
1729,6697.00578387074
18849,4061.39660283814
6009,4355.50371171101
17993,4124.23656604347
12001,5619.35362255583
873,5820.82737099049
22274,6715.18510253913
33402,0
2586,14156.4690899965
23130,10122.9230017187
28266,7243.73584239292
35114,10164.2888573127
35970,9989.28587754549
8578,8358.22607869909
9434,0
10290,7245.66067361744
15426,0
24842,10386.0991814142
29978,8059.10396547592
7722,8224.73702465355
39394,0
14570,16357.5037682833
37682,11209.3070176752
23986,10088.2686260792
4298,7030.20213382937
30834,8113.62703765259
26554,14035.9128191292
3442,0
12858,10935.0952000332
13714,10861.8847999559
29122,8327.16252288645
27410,0
18850,8068.6374128611
40250,7789.66004035386
16282,7996.36598869884
21418,0
34258,7327.36151606243
18,9787.17397230901
11146,10772.0535847359
17138,9422.22502498578
36826,10466.1578721198
874,10244.2733673876
38538,14023.2644979359
25698,10682.2187256193
31690,8104.74549721042
5154,8128.81806857875
20562,8098.8376543806
32546,8552.73712236919
6866,8156.99571916143
17994,8056.84817760116
19706,7845.72724581609
12002,10485.3568433351
1730,11052.1505203044
6010,7935.63536290919
4299,8211.35820829933
24843,11063.1906886149
29123,9191.32275783518
34259,8259.51853583062
3443,0
35115,10377.0625638763
13715,13930.9903093567
8579,10612.6085065108
10291,8664.8623291655
25699,11518.8478540494
35971,11074.4554691135
23131,10624.7187120372
21419,0
36827,11259.1387597319
30835,7952.56656207459
15427,0
7723,9337.62269875414
27411,0
875,11275.7255288507
38539,14533.2755114494
2587,13521.9753992709
16283,10294.2871594074
20563,10286.8979324837
37683,12232.2533412601
22275,7887.83660036983
11147,11291.2126853829
28267,8145.75154068638
32547,10516.9057223489
17139,10583.4652730556
19707,8682.88034969818
9435,0
33403,0
40251,9978.79405949481
14571,15391.0629521603
31691,9096.10121425019
17995,8875.36432349893
12003,12057.1448723294
23987,11121.2049199591
12859,13001.0468783574
5155,8898.2070618298
6011,9100.4898379167
26555,13739.9958288895
18851,8584.76721047373
1731,11948.4309967473
39395,0
29979,8691.82437296104
19,11059.5615448416
6867,9143.68412919415
34260,7100.57972126741
3444,0
40252,7459.50857808965
23132,10007.6067725977
9436,0
5156,6927.66370548665
14572,17428.2884983747
22276,6518.12599747365
11148,10549.0574925999
19708,7315.20142419645
33404,0
10292,6827.48977591618
13716,12042.3633684217
2588,13990.0570846326
25700,11360.0357918259
37684,12246.8962938074
8580,8106.79415956128
31692,7795.84440859312
15428,0
35116,9847.17150442642
36828,10578.2101403899
32548,8163.02963494536
18852,7399.84880597934
38540,14385.3024456499
7724,7851.19333412834
29980,7348.94428191553
21420,0
20564,7422.33074830738
1732,12252.9988034527
4300,6829.81709066774
20,10231.4549195214
35972,10251.7885417316
28268,6967.19729275889
17140,8535.01962305214
24844,10504.7734884283
16284,7712.0510812245
27412,0
17996,7250.26646977838
26556,13566.823117995
6868,7843.12615474738
12860,11171.0155115955
30836,7545.94796618876
876,10834.4220774171
39396,0
29124,7326.18670168712
6012,7483.07082359613
23988,10316.0375980257
12004,10683.0709793637
2589,12479.6593017401
9437,0
33405,0
14573,11983.2815077428
5157,6131.18286583617
3445,0
35117,7795.15369123885
23133,8178.35962840534
4301,7001.06680456148
8581,6755.30503887025
34261,7013.65941282268
21421,0
28269,7179.38534095776
15429,0
30837,6471.51236859742
20565,6511.48756578507
7725,6440.5598160638
39397,0
10293,7003.44275743479
36829,7979.13281537923
29125,6249.70245699391
16285,7315.7997052736
877,8080.64168579249
31693,6281.66706251949
22277,6906.44867802216
17141,7013.51305799482
35973,7800.91084143158
26557,12347.6870190155
38541,12598.7181135614
18853,6287.43966083629
13717,9384.90433627672
24845,8183.23418863888
40253,7276.14712327038
6013,6352.07878148186
1733,9004.42961706214
11149,8310.18451495591
25701,8797.13754597545
32549,6539.67983068864
23989,7941.13672574803
17997,6263.62395009074
19709,6202.06675645939
29981,6555.21193618559
27413,0
12005,8179.79731630188
6869,6579.52029400046
12861,8818.53936401165
21,7937.56204269141
37685,8844.02989427434
21422,0
34262,3657.25154376822
9438,0
40254,4408.33454467133
16286,4040.78398618488
4302,3508.83828425643
2590,5978.91356717201
7726,3938.99150574847
30838,3506.95210194171
15430,0
23134,4337.22755546212
31694,3828.85290504483
20566,3479.28923543785
39398,0
14574,7072.94614097704
3446,0
5158,3312.77010317805
1734,6118.96345754786
17142,4459.51574681078
29982,3722.95285628082
35118,4458.43801500741
18854,3575.53885260854
13718,6391.45710568389
38542,6950.00555386841
28270,3478.15384113617
10294,3587.35031778949
29126,3346.19052484638
878,4775.06772717181
26558,5916.78881350893
32550,3782.0841684155
22278,3271.59874079393
8582,3987.73504265154
17998,3718.33474170725
24846,4706.09325874599
33406,0
6014,3765.83687032037
23990,4928.93231843983
35974,5000.29495774742
6870,3748.74651094975
37686,6080.55639698843
12006,4281.20812432399
22,4730.36190390059
19710,3640.52080918148
25702,6064.73892407226
27414,0
11150,4263.18372338066
12862,5471.01766799723
36830,4957.95496969579
2591,7285.28276276011
28271,5391.58799871512
14575,7714.01984300093
40255,5601.5277724925
17143,5811.07366561635
21423,0
3447,0
22279,5330.7201234358
12007,6448.35787865759
1735,6401.67950123872
29983,4913.30952398098
24847,5987.71944880935
23991,6000.09178748796
35975,6010.42326614474
6015,4661.87330210365
20567,4793.10613214553
5159,5589.53319795239
35119,6398.95345612274
37687,6431.63589105879
38543,7727.51444277996
879,6104.79476161284
6871,4693.17262224582
16287,5726.13754793606
27415,0
15431,0
26559,7698.82637898345
12863,6695.95741231679
