"Id","Sales"
1,4009.72
24825,4565.13
5993,3460.22
37665,4887.56
18833,3667.75
12841,5201.57
19689,3486.51
857,4240.4
15409,4313.97
38521,5702.06
13697,5196.22
7705,3657.73
39377,4811.85
20545,3717.6
1713,4646.82
16265,4184.61
33385,4137
27393,4401.79
2569,5022.23
40233,4723.96
21401,4109.3
35953,4511.48
34241,4120.8
3425,4200.92
22257,3812.66
9417,3669.87
30817,3609.37
10273,4235.11
35097,4395.13
23113,4172.23
4281,4053.24
14553,5676.68
8561,3959.7
29961,3637.33
25681,4785.62
5137,3609.3
23969,4359.87
36809,4751.91
17977,3637.68
26537,5338.3
11985,4595.15
6849,3616.66
17121,3961.4
29105,3852.34
32529,3957.37
11129,4401.53
31673,3618.87
28249,4395.22
23970,7507.42
1714,8844.09
24826,8073.04
18834,5556.86
38522,10040.5
5994,5627.01
35954,7638.88
2,7210.42
39378,5052.03
4282,3923.54
29106,5771.05
8562,5864.65
9418,3905.11
25682,8755.39
19690,5387.91
34242,4023.81
16266,4288.35
22258,3619.05
26538,10009.5
20546,5369.11
10274,4105.49
30818,5852.39
37666,8426.52
33386,4520.45
14554,11832.4
858,7957.77
21402,4393.67
2570,9699
11130,7201.24
5138,5638.15
40234,4639.02
32530,6051.35
36810,8052.52
11986,7618.3
15410,4666.78
35098,7368.48
29962,5746.94
23114,7146.32
17978,5480.04
31674,5800.96
28250,4003.09
6850,5875.23
13698,8631.79
27394,4587.72
7706,5893.36
17122,6236.29
12842,8312.27
3426,4398.73
4283,6239.72
23971,10746
24827,10914.2
1715,11263.4
8563,9392.08
5995,7922.68
29107,10177.8
38523,15021.5
34243,7324.67
22259,6589.34
35955,10808.2
3,9005.99
20547,9489.45
39379,4586.92
16267,7562.54
26539,14301
23115,10874.3
18835,8834.83
25683,12419.8
37667,12077.2
859,9363.69
17123,10399
5139,8387.93
19691,9200.76
9419,3599.2
7707,8714.38
11987,9615.26
10275,6391.87
35099,11118.2
33387,4294.75
14555,15538.9
21403,4260.53
2571,12728.9
11131,9509.3
29963,9000.45
15411,4639.38
28251,7042.72
32531,10523.6
13699,12593.5
36811,10803.7
30819,9147.45
40235,7629.47
6851,8134.31
12843,10903.6
27395,4398.27
17979,9172.42
3427,3906.9
31675,9874.12
860,7104.41
24828,6771.8
5996,5916.36
4284,3482.6
26540,8928.17
23972,7264.38
1716,8182.01
28252,3456.55
4,7469.4
23116,6044.82
37668,7354.77
16268,3828.82
35956,7317.32
11132,6315.16
19692,4985.54
5140,5277.04
22260,3216.24
32532,5627.69
11988,7637
30820,5101.05
39380,3280.84
10276,3501.57
33388,3040.45
14556,10307.3
40236,3745.34
25684,7532.76
6852,5357.25
17124,5306.95
34244,3407.11
15412,3656.21
3428,3179.77
20548,5005.13
9420,2753.25
17980,5638.64
21404,3074.13
35100,6270.24
7708,5578.14
8564,6007.25
29108,5144.74
2572,9497.76
29964,5647.49
36812,6742.4
38524,9176.86
27396,3297.06
13700,8700.37
31676,5234.33
12844,7863.9
18836,4932.76
16269,6723.78
23973,7869.64
4285,6158.76
11989,7712.61
11133,7345.49
861,7529.69
23117,7611.41
1717,8418.26
5997,6083.39
5,7164.37
17125,6953.34
34245,6341.6
22261,6052.44
21405,5575.18
26541,11281.3
9421,4818.32
30821,6339.92
10277,6332.64
35101,7450.86
33389,5285.92
35957,7476.96
5141,6234.92
12845,8684.84
6853,6235.96
36813,7514.79
20549,6837.8
3429,5277.1
32533,6975.95
2573,10413
8565,7298.4
24829,8050.23
29109,6753.09
18837,6292.7
25685,8831.4
15413,5946.19
40237,6552.98
38525,11009.5
7709,6309.28
17981,6320.45
39381,5693.64
27397,5704.19
29965,6148.92
31677,6086.1
19693,6216.72
14557,11644.2
28253,6469.19
13701,9312.96
37669,8107.33
24830,5593.83
34246,4811.48
35102,5717.88
10278,4781.16
20550,5061.43
5142,5272.26
16270,4742.47
22262,4430.27
15414,4364.8
30822,4889.79
11990,5957.04
6,5671.13
11134,5717.08
8566,5839.1
862,5917.23
29966,4953.76
13702,6472.06
17126,5335.77
26542,7120.08
39382,4736.68
1718,6579.65
17982,4893.43
33390,4154.79
27398,4397.79
29110,5267.07
2574,7583.98
19694,4792.43
40238,5139.84
35958,5727.9
3430,4316.19
28254,4953.94
9422,3621.88
32534,5579.8
36814,5691.51
18838,4784.45
23118,5472.21
4286,4803.21
14558,7712.11
38526,7418.84
12846,6094.69
6854,5165.33
25686,6085.2
21406,4155.16
23974,5559.63
7710,5330.19
37670,6123.05
31678,5070.46
5998,5113.97
5143,6493
22263,5584.24
4287,5509.31
26543,9726.26
10279,5563.12
24831,8746.56
27399,3272.37
29111,7060.15
18839,7062.83
23975,7962.74
11135,7171.83
25687,8434.43
19695,6317.73
30823,7195.84
13703,8988.63
15415,3507.35
33391,2959.43
9423,2689.94
29967,6602.94
17983,6708.84
14559,12107.9
35959,7978.09
2575,9494.7
8567,7106.69
32535,7556.75
6855,7084.32
863,8313.09
3431,3045.72
39383,3237.61
23119,7482.21
21407,3217.41
20551,6579.77
40239,5917.68
16271,6501.63
7711,6756.18
37671,8443.61
12847,9107.91
28255,5751.82
31679,6892.03
5999,6534.67
36815,8773.65
35103,7553.42
17127,7102.24
1719,8496.1
11991,7830.59
34247,5833.31
7,7343.92
38527,10452
33392,5147.18
26544,10776
15416,6060.61
23120,7699.01
9424,4295.06
10280,5892.5
3432,5173.51
22264,5932.72
35960,8110.84
13704,8631.54
27400,5685.4
24832,8676.12
28256,6221.49
25688,9054.75
4288,6037.44
2576,10876.9
7712,6176.61
6856,6287.78
30824,6095.43
5144,6089.07
11136,7419.07
39384,5094.8
14560,13645.8
21408,5626.23
35104,7738.09
40240,5832.24
31680,6147.75
864,8629.72
20552,5999.66
8568,6415
23976,8218.37
29968,6029.27
36816,8565.36
38528,11418.1
17128,6360.17
34248,6041.54
16272,6661.15
29112,6396.94
8,7883.76
32536,6708.25
12848,8497.22
11992,7868.13
17984,6103.73
6000,6080.08
19696,5780.66
18840,6102.33
37672,8843.28
1720,9330.87
9425,3445.38
23121,5547.52
7713,3585.67
22265,4273.74
23977,5666.59
13705,6187.92
24833,6013.65
5145,3757.75
35105,5724.03
3433,4248.61
30825,3599.05
10281,4183.88
34249,4408.72
28257,4692.41
33393,3934.7
11137,5448.76
15417,4442.52
865,5744.04
35961,5504.98
25689,6364.18
27401,4192.89
4289,4288.62
39385,4226.33
38529,7999.1
20553,3607.46
36817,5928.73
2577,7793.13
29969,3758.07
32537,3888.12
37673,6155.25
19697,3520.5
14561,8538.37
21409,4158.55
12849,5880.85
40241,4681.88
18841,3675.06
31681,3596.67
16273,4611.75
26545,7705.71
29113,4226.31
17985,3634.91
8569,3837.71
11993,5461.3
1721,6356.73
6857,3597.87
6001,3591.32
17129,3932.74
9,5199.96
23122,5890.03
39386,3348.83
35106,5714.99
13706,6375.34
24834,6049.9
36818,5834.4
8570,5189.28
3434,3189.55
4290,3287.19
27402,3386.44
26546,7888.11
19698,4618.46
5146,4736.59
40242,3526.95
2578,7530.38
29970,4785.98
33394,3252.6
30826,4800.69
15418,3506.26
25690,6646.29
28258,3372.4
38530,7658.35
9426,2746.99
32538,5139.94
6002,4701.89
31682,4690.56
37674,6149.88
35962,5840.28
21410,3440.34
34250,3314.2
22266,3184.66
17130,5251.74
29114,5009.4
866,5813.45
16274,3521.71
7714,4903.75
14562,9216.42
10282,3290
18842,4626.62
17986,4710.94
6858,4765.41
1722,6590.37
11138,5824.51
23978,6004.67
20554,4826.8
10,5676.8
11994,5911.68
12850,6030.44
3435,5264.73
8571,5861.7
33395,5603.1
32539,6085.74
5147,5858.61
30827,5512.35
2579,9171.13
25691,7656.07
19699,5265.66
7715,5556.66
22267,5510.29
35107,7420.01
16275,6566.3
867,6878.84
23123,7269.56
9427,4502.42
28259,5922.73
10283,5396.99
29115,6290.93
4291,5405.33
21411,5551.82
34251,5906.62
11139,6900.49
17131,6527.99
36819,7167.45
26547,9493.02
18843,5528.43
13707,7324.27
39387,5537.72
37675,7500.68
11995,6990.3
6003,5559.51
14563,12636.4
23979,7219.81
40243,5802.91
20555,5681.72
35963,7220.31
29971,5752.28
15419,6619.35
6859,5584.42
38531,9577.6
12851,7136.61
27403,5749.38
17987,5825.17
24835,7327.3
11,6724.28
1723,7486.96
31683,5482.7
8572,7873.43
22268,5144.67
23124,7754.97
33396,4686.06
40244,5520.25
3436,4711.26
7716,6948.08
13708,9446.19
5148,6643.32
28260,5501.46
2580,11070.3
29972,6623.89
9428,4069.55
20556,6802.08
36820,8473.51
35964,8185.47
23980,8048.91
15420,5051.26
6860,6964.42
32540,7698.07
19700,6405.08
39388,4863.73
35108,8071.5
10284,5464.16
